This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN & vbCrLf
11,June,+86.5,19:09,+64.9,02:56,96,08:31,16,19:22,+66.9,09:06,+32.2,18:59,+72.7,20:35,+70.5,11:29,+64.4,03:00,+81.7,19:09,5.75,21:22,29.17,01:24,29.03,19:39,8.7,14:24,292,1.18,0,1.18,15.649
12,June,+82,16:57,+62.8,23:59,92,08:12,17,17:48,+67.1,08:11,+29.3,17:24,+71.8,19:24,+69.3,08:22,+62.6,23:59,+77.9,17:46,0,00:00,29.23,23:59,29.06,05:39,8.7,17:23,277,0,1,1.18,4.985
13,June,+92.7,17:08,+58.8,06:19,81,07:42,12,17:12,+56.5,07:42,+24.4,10:13,+73,17:17,+68.9,08:54,+58.8,06:20,+86.7,17:08,0,00:00,29.26,23:54,29.2,05:09,4.9,11:30,113,0,2,1.18,1.803
14,June,+90.5,13:25,+56.8,06:29,75,23:59,12,13:26,+56.7,22:40,+24.4,09:36,+73,15:33,+68.5,08:24,+56.8,06:29,+84.7,13:25,0.12,18:21,29.32,13:24,29.23,21:24,6.3,15:19,115,0.16,0,0.16,2.504
15,June,+93.6,14:37,+61.5,06:40,90,06:21,11,14:38,+59.5,07:14,+26.4,09:42,+73.4,17:16,+68.7,07:25,+60.8,06:40,+87.4,14:37,0,00:00,29.32,15:24,29.26,21:55,6.3,12:34,103,0.04,0,0.04,2.116
16,June,+89.2,13:09,+65.1,06:19,70,23:28,13,15:26,+61,23:28,+24.6,09:23,+73.6,15:20,+69.3,08:16,+64.4,06:19,+83.7,13:09,0.39,22:19,29.32,11:40,29.17,22:39,5.8,23:49,116,0.12,0,0.12,5.224
17,June,+94.6,17:15,+67.1,03:35,75,02:14,11,18:32,+60.8,02:14,+27.1,20:21,+73.8,18:07,+69.4,08:20,+67.1,03:35,+88.5,17:15,0.12,00:00,29.23,13:10,29.14,23:59,10.5,16:26,326,0,1,0.12,21.976
18,June,+94.5,16:25,+63.9,06:32,70,07:42,11,17:39,+57,07:50,+28,19:46,+73,18:55,+69.1,08:13,+63.9,06:32,+76.1,08:08,0,00:00,29.23,13:25,29.14,21:39,8.3,12:49,297,0,2,0.12,7.862
19,June,+99,14:43,+68.2,05:40,70,07:14,11,19:08,+60.3,07:31,+30.2,19:27,+75.6,19:24,+69.1,08:45,+68,06:21,+93.9,14:43,0,00:00,29.17,11:54,29.06,19:09,8.7,17:57,270,0,3,0.12,19.45
20,June,+94.8,17:32,+69.3,23:59,45,04:20,11,18:58,+52.9,04:20,+27,20:31,+74.5,18:00,+70,08:24,+69.3,23:59,+83.3,13:13,0,00:00,29.12,23:59,29.03,06:54,14.1,07:22,278,0.04,0,0.04,57.936
21,June,+98.4,18:31,+64.9,05:49,72,05:58,11,18:47,+58.1,07:57,+27,20:12,+74.1,19:27,+69.1,08:43,+64.4,06:13,+92.5,18:31,0,00:00,29.17,13:39,29.09,21:25,10.1,14:02,277,0,1,0.04,14.271
22,June,+98.4,18:03,+61.9,06:27,70,07:20,11,19:11,+55.6,07:54,+24.8,09:03,+73.6,19:31,+68.9,08:11,+61.9,06:27,+92.5,18:03,0,00:00,29.14,23:59,29.09,22:09,8.1,12:25,291,0,2,0.04,5.231
23,June,+98.4,18:32,+61.5,06:27,81,08:12,11,19:47,+62.1,08:11,+24.4,20:31,+74.5,19:17,+68.7,08:49,+60.8,06:27,+91,15:02,0,00:00,29.2,23:59,29.12,05:10,8.1,11:22,116,0,3,0.04,5.433
24,June,+98.4,19:19,+60.6,06:20,69,08:04,11,19:50,+56.1,08:03,+26.2,20:34,+74.5,19:24,+68.7,07:50,+60.6,06:20,+92.5,19:19,0,00:00,29.23,14:10,29.17,21:10,7.6,10:57,276,0,4,0.04,5.209
25,June,+97.7,13:22,+66.6,06:07,90,07:20,11,15:36,+65.5,07:35,+28.2,16:06,+73.4,16:38,+69.1,08:02,+66.2,06:08,+91.8,13:22,0,00:00,29.2,03:09,29.12,22:09,9.6,16:12,176,0,5,0.04,14.211
26,June,+97.9,18:25,+65.5,06:53,73,23:59,11,19:41,+62.4,23:56,+28,12:40,+73.4,20:22,+69.3,06:58,+64.4,05:22,+91.9,18:25,1.26,00:23,29.17,03:25,29.03,05:24,8.3,03:27,284,0.71,0,0.71,16.566
27,June,+98.4,17:30,+62.8,06:09,74,07:39,11,19:37,+61.9,00:19,+25.9,20:25,+74.5,19:46,+68.9,08:24,+62.6,06:53,+92.5,17:30,0,00:00,29.2,14:10,29.12,21:39,7.6,17:08,297,0,1,0.71,7.631
28,June,+93.7,17:48,+63.1,23:59,74,06:41,11,17:52,+58.8,07:41,+18.7,22:45,+73.9,19:08,+68.4,06:23,+62.6,23:59,+87.6,17:48,0,00:00,29.14,00:54,29,21:24,12.8,17:14,274,0,2,0.71,37.044
29,June,+91.2,16:09,+56.3,06:31,48,06:37,12,18:38,+37.4,07:07,+18.5,00:13,+73.2,20:00,+68.7,08:14,+56.3,06:31,+85.3,16:09,0,00:00,29.03,02:24,28.88,23:59,13.6,16:45,262,0,3,0.71,48.062
30,June,+81.7,14:59,+62.4,06:01,35,06:04,14,15:03,+35.1,07:17,+21.9,21:06,+72.5,17:32,+68.9,07:46,+62.4,06:01,+77.2,14:59,0,00:00,29,23:24,28.85,04:55,11.9,13:39,290,0,4,0.71,33.892
