This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN & vbCrLf
1,June,+95.4,16:54,+47.1,05:52,82,07:37,11,17:22,+46.6,08:04,+23.7,10:10,+73.8,18:55,+68.7,07:51,+46.4,05:52,+89.2,16:54,0,00:00,29.32,14:24,29.23,23:39,10.1,17:27,145,0,2,0.04,22.766
2,June,+98.4,16:19,+63.5,06:08,64,07:16,11,16:56,+53.4,07:44,+27.7,18:20,+74.7,17:11,+69.6,09:01,+63.5,06:08,+92.5,16:19,0,00:00,29.35,23:59,29.23,18:39,8.3,14:22,251,0,3,0.04,15.165
3,June,+76.5,10:31,+57.9,23:59,77,07:28,21,12:07,+57,07:28,+30.9,10:51,+73.6,08:27,+70.7,22:16,+57.2,23:59,+75.9,14:35,0.2,13:18,29.38,01:39,29.26,19:09,7.6,09:43,274,0.16,0,0.16,5.962
4,June,+59.7,18:27,+53.1,10:15,68,22:38,38,02:31,+48.2,22:38,+31.1,04:20,+72.1,20:48,+70.3,12:55,+50,06:32,-999,00:00,0.35,09:14,29.32,00:09,29.17,19:54,5.8,06:32,266,0.71,0,0.71,1.11
5,June,+87.4,18:22,+52.9,06:30,77,03:44,12,17:13,+49.8,03:44,+20.1,20:27,+73.2,17:13,+70.7,11:08,+50,08:05,+71.8,11:04,0,00:00,29.23,23:59,29.14,19:54,11,16:52,299,0,1,0.71,16.752
6,June,+93,16:36,+45.9,06:40,78,08:10,11,15:13,+47.1,08:26,+19,21:06,+76.6,15:37,+68.7,08:31,+45.9,06:40,+74.8,10:01,0,00:00,29.35,12:24,29.23,04:24,6.3,14:00,51,0,2,0.71,7.258
7,June,+93.9,16:00,+50.4,06:15,67,05:50,11,16:25,+43.2,07:45,+23.4,09:37,+75.7,16:15,+71.2,09:09,+50,06:31,+79.9,11:51,0,00:00,29.32,11:54,29.23,21:54,8.1,12:55,309,0,3,0.71,16.774
8,June,+92.5,11:44,+60.4,06:29,68,07:21,12,13:35,+53.1,07:21,+25.2,14:52,+75,14:28,+71.1,09:54,+60.4,06:29,+81.3,09:54,0,00:00,29.26,15:24,29.14,19:40,10.1,14:54,250,0.04,0,0.04,16.864
9,June,+93.4,14:25,+66.2,06:21,81,07:40,11,14:25,+62.1,07:40,+28,12:24,+74.7,14:29,+69.6,09:11,+66.2,23:59,+81.5,10:13,0,00:00,29.23,23:39,29.17,18:54,8.1,09:18,285,0,1,0.04,10.269
10,June,+78.8,17:56,+64.9,23:32,78,06:53,21,17:59,+59.4,02:57,+33.8,18:53,+71.6,20:02,+68.7,07:49,+60.8,10:28,+76.1,10:06,0.2,12:00,29.23,12:39,29.14,23:59,8.7,10:28,271,0.39,0,0.39,1.528
