This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN

3,January,+41.9,15:35,+22.5,09:58,59,09:59,23,16:57,+11.3,12:03,+1.2,18:04,+68.4,22:12,+65.8,15:00,+19.4,10:55,-999,00:00,0,09:58,29.59,11:48,29.38,23:59,8.3,13:39,126,0,1,0,18.146
4,January,+46.6,14:42,+23.7,02:23,53,05:06,24,15:30,+14.9,14:49,+2.5,01:18,+68.5,23:59,+65.3,19:30,+19.4,21:55,-999,00:00,0,00:00,29.38,00:47,29.2,15:32,15,16:24,283,0,2,0,44.291
5,January,+37.4,16:31,+17.8,08:01,58,08:58,29,16:53,+9.9,09:53,+1.6,02:07,+68.5,00:04,+65.3,18:52,+17.6,08:18,-999,00:00,0,00:00,29.35,06:47,29.09,23:32,6.3,15:54,137,0,3,0,10.761
6,January,+36.9,18:12,+22.1,03:46,66,19:28,34,14:46,+23,19:28,+5.7,00:00,+68,23:24,+65.5,19:43,+10.4,22:37,-999,00:00,0,00:00,29.12,00:47,28.82,18:32,12.8,20:47,290,0,4,0,39.354
7,January,+31.5,14:34,+22.3,23:59,71,19:46,40,02:10,+20.8,19:29,+4.6,04:31,+68.4,22:14,+65.5,17:04,+5,22:43,-999,00:00,0,00:00,28.88,04:18,28.67,19:02,15,01:58,301,0,5,0,48.498
8,January,+23.7,15:41,+11.5,23:59,61,05:50,33,16:51,+10,01:44,-4.9,22:49,+68.4,23:09,+65.3,12:11,-5.8,14:38,-999,00:00,0,00:00,29.32,23:59,28.73,03:03,17.4,14:38,291,0,6,0,98.724
9,January,+29.8,15:26,+5.9,08:06,55,10:40,0,10:32,+6.4,14:21,-4.2,10:32,+68.2,22:41,+65.3,13:37,+5,08:06,-999,00:00,0,00:00,29.68,21:32,29.32,00:17,6.3,11:27,181,0,7,0,10.746
10,January,+28.9,16:12,+15.3,02:30,59,05:28,36,16:19,+7.7,14:34,+1.8,00:12,+68,22:19,+65.3,18:55,+8.6,11:18,-999,00:00,0,00:00,29.68,10:18,29.5,23:59,10.1,11:18,37,0,8,0,32.535
11,January,+32.5,16:15,+24.6,10:04,75,21:55,42,01:03,+23.5,16:59,+6.1,01:03,+67.6,15:01,+65.3,23:59,+1.4,23:09,-999,00:00,0,00:00,29.5,00:18,29.2,15:32,15.4,23:09,293,0,9,0,46.612
12,January,+28,15:50,+23.2,04:55,62,00:27,43,16:57,+12.7,10:58,+7.5,01:05,+67.3,20:38,+64.8,18:12,-0.4,00:00,-999,00:00,0,00:00,29.65,23:17,29.29,01:17,17,00:00,292,0,10,0,96.187
13,January,+27.3,15:20,+19.8,23:53,60,23:59,44,16:28,+10.9,00:56,+6.4,20:48,+66,19:57,+64.6,12:34,+12.2,05:32,-999,00:00,0,00:00,29.79,11:47,29.62,00:02,8.7,02:08,303,0,11,0,34.1
14,January,+34.9,14:57,+19.9,04:19,63,04:44,33,15:34,+10.4,12:26,+5.7,18:17,+66.6,16:32,+64.4,14:48,+17.6,09:20,-999,00:00,0,00:00,29.68,10:47,29.5,23:59,8.7,12:27,248,0,12,0,16.983
15,January,+41.4,13:18,+26.1,00:08,64,22:25,31,13:25,+21,22:25,+6.6,00:08,+68.2,22:34,+64.6,16:29,+15.8,23:35,-999,00:00,0,00:00,29.5,00:32,29.26,16:17,10.5,13:25,261,0,13,0,39.898
16,January,+34.9,15:06,+22.8,23:26,54,08:56,33,16:14,+14.9,00:00,+4.3,23:06,+67.5,22:09,+64.6,14:53,+12.2,00:35,-999,00:00,0,23:59,29.53,11:02,29.41,15:18,12.3,00:35,314,0,14,0,16.938
17,January,+40.1,16:27,+18.9,08:22,64,23:59,35,12:10,+25.3,21:20,+2.8,07:38,+67.1,22:10,+64.6,19:41,+18.9,08:23,-999,00:00,0,00:00,29.44,03:48,29.14,23:59,8.1,13:20,67,0,15,0,8.473
18,January,+43.2,16:39,+35.2,00:00,88,23:59,64,00:04,+39,22:41,+24.3,00:00,+66.9,22:12,+64.9,18:59,+35.2,00:00,-999,00:00,0.04,15:06,29.14,01:02,29,16:02,6.3,22:09,304,0.2,0,0.2,0.626
19,January,+41,00:03,+31.3,23:50,88,00:27,41,17:08,+37.8,00:03,+14.2,19:16,+67.6,20:32,+64.9,18:26,+23,17:03,-999,00:00,0,00:00,29.41,23:59,29.06,01:48,10.1,17:03,301,0,1,0.2,41.493
20,January,+32,12:53,+23.9,23:56,83,20:16,54,00:44,+25.5,20:11,+10.8,23:59,+66.9,23:11,+64.9,18:31,+6.8,20:45,-999,00:00,0,00:00,29.41,04:03,29.09,18:33,12.8,20:45,293,0,2,0.2,22.825
