This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN

1,March,+42.8,15:49,+20.3,23:31,50,07:37,20,15:49,+10.4,02:41,-6,23:21,+72,15:14,+67.3,07:31,-2.2,21:58,-999,00:00,0,00:00,29.5,23:59,29.35,06:43,17,11:34,283,0,2,0.51,77.911
2,March,+35.8,16:16,+8.8,23:58,37,07:52,0,07:47,+0.7,16:16,-17,23:58,+72.1,14:39,+67.1,08:03,-7.6,09:51,-999,00:00,0,00:00,29.68,23:59,29.5,00:28,15.4,14:33,260,0,3,0.51,64.914
3,March,+44.1,16:31,+3.2,07:03,55,07:56,20,16:32,+5.5,16:31,-21.8,07:03,+72.1,15:19,+66.6,04:28,+3.2,07:26,-999,00:00,0,00:00,29.79,12:28,29.68,23:59,8.7,12:49,244,0,4,0.51,14.844
4,March,+58.6,16:31,+13.8,01:13,38,01:30,17,16:32,+14,16:31,-8.3,00:59,+72.1,15:26,+67.5,00:54,+13.8,01:13,-999,00:00,0,00:00,29.68,12:12,29.56,23:59,6.3,16:35,214,0,5,0.51,5.783
5,March,+69.3,16:36,+23.5,07:01,39,06:59,15,17:40,+22.6,16:36,-6.7,03:22,+72.7,15:41,+67.5,07:39,+23,07:09,+69.8,16:36,0,00:00,29.56,09:31,29.29,20:43,12.8,15:37,147,0,6,0.51,35.151
6,March,+74.5,11:36,+55.2,23:59,59,23:50,16,11:44,+41.5,23:50,+16.2,00:02,+72.9,14:00,+68.2,08:35,+50,01:25,+72.3,11:36,0,00:00,29.41,23:59,29.29,15:28,15.4,01:25,232,0,7,0.51,93.679
7,March,+83.7,16:17,+52,01:53,79,02:14,14,16:24,+48.2,02:14,+23,18:33,+76.1,15:49,+68.9,09:11,+51.8,01:58,+72.9,10:18,0,00:00,29.41,02:13,29.23,21:58,17,12:57,190,0,8,0.51,62.463
8,March,+74.1,12:27,+62.4,07:51,34,23:56,21,12:46,+37.2,14:32,+28.8,09:54,+73,18:30,+71.6,10:19,+55.4,23:58,+72.3,10:22,0,23:59,29.26,01:29,29.06,21:28,18.3,16:27,215,0,9,0.51,84.066
9,March,+74.3,16:57,+43.7,09:59,42,08:05,15,17:54,+35.1,00:01,+13.5,19:37,+75.2,17:26,+69.4,11:12,+33.8,10:00,+72.1,16:57,0,00:00,29.5,14:43,29.09,00:13,19.7,00:30,314,0,10,0.51,61.896
10,March,+82.9,16:24,+46.2,07:16,48,07:10,14,17:16,+32.2,16:21,+15.4,02:29,+74.5,16:56,+68,10:21,+42.8,07:18,+78.1,16:24,0,00:00,29.44,00:28,29.17,19:10,15.9,13:44,168,0,11,0.51,41.999
11,March,+50.9,09:38,+33.1,23:33,37,10:14,19,18:27,+25.5,09:38,-0.9,23:46,+71.2,14:08,+68.5,23:59,+30.2,23:49,-999,00:00,0,09:34,29.74,23:59,29.38,09:43,13.2,14:53,267,0,12,0.51,57.95
12,March,+42.1,14:49,+22.5,07:55,62,05:49,22,01:06,+13.6,05:44,-0.9,01:03,+68.7,17:57,+67.1,06:53,+22.5,07:55,-999,00:00,0,23:59,29.82,12:58,29.71,23:43,7.6,01:51,313,0,13,0.51,11.171
13,March,+56.1,17:16,+31.6,07:14,39,22:57,17,17:19,+15.4,16:11,+0.7,05:34,+72.5,17:59,+67.3,09:27,+24.8,03:55,-999,00:00,0,00:00,29.74,00:13,29.5,19:28,8.7,10:36,77,0,14,0.51,17.974
14,March,+48.6,15:55,+33.3,04:41,81,21:08,27,11:42,+38.5,21:08,+8.1,08:28,+69.4,00:05,+67.6,10:14,+33.3,04:41,-999,00:00,0,00:00,29.53,00:28,29.32,23:59,6.3,16:00,60,0.08,0,0.08,7.608
15,March,+64.4,15:47,+44.8,00:02,78,23:59,24,16:10,+43.2,23:59,+23.4,14:13,+71.8,19:10,+68,10:47,+44.6,10:24,-999,00:00,0,00:00,29.41,23:59,29.29,06:13,6.3,10:53,73,0,1,0.08,1.58
16,March,+63.9,17:01,+44.6,23:59,86,08:59,30,17:30,+46.8,08:59,+30,17:30,+70.5,23:08,+68,09:29,+44.6,23:59,-999,00:00,0,00:00,29.44,23:59,29.38,18:28,4.9,20:22,271,0,2,0.08,0.268
17,March,+81.1,16:48,+34.3,07:53,94,09:08,14,16:53,+43.3,01:35,+15.3,20:01,+75.7,16:50,+67.6,09:15,+33.8,07:57,+72.1,15:52,0,00:00,29.53,13:13,29.44,23:59,6.7,15:32,122,0,3,0.08,8.741
18,March,+81.1,17:14,+36.7,07:03,94,08:56,14,17:40,+46.4,08:56,+18,21:58,+75.4,15:57,+67.8,08:38,+36.7,07:04,+74.5,12:02,0,00:00,29.44,11:58,29.29,23:43,11,23:11,289,0,4,0.08,32.409
19,March,+66.4,16:28,+36.7,22:01,88,08:01,15,17:51,+45.3,03:23,+1,22:31,+73.2,16:45,+68.4,10:42,+28.4,23:33,-999,00:00,0.08,03:26,29.56,23:59,29.32,01:58,15,16:34,279,0.16,0,0.16,38.795
20,March,+59.9,17:03,+25,07:19,77,07:42,17,18:33,+20.5,07:40,-0.9,02:24,+73.9,18:10,+65.7,08:59,+24.8,07:28,-999,00:00,0,00:00,29.71,12:13,29.56,04:58,11.4,14:13,307,0,1,0.16,31.026
21,March,+71.2,16:57,+20.7,07:09,69,07:38,14,16:57,+19.9,16:55,+0.3,00:14,+74.1,18:22,+67.8,07:12,+20.7,07:09,+69.8,16:57,0,00:00,29.74,10:28,29.62,19:43,7.6,17:01,291,0,2,0.16,11.253
22,March,+75,16:27,+23.9,07:25,60,07:39,13,16:48,+21.2,16:48,+1.6,00:19,+75.7,17:56,+67.6,09:20,+23,07:25,+72,16:27,0,00:00,29.71,10:13,29.56,23:59,9.6,17:47,274,0,3,0.16,13.473
23,March,+74.1,16:41,+35.1,07:08,44,07:11,13,16:41,+24.8,16:38,+7.5,00:43,+75.9,18:14,+68,09:09,+33.8,03:49,+71.8,16:38,0,00:00,29.65,12:13,29.53,23:59,10.1,21:49,77,0,4,0.16,30.71
24,March,+77.7,15:29,+39.9,07:15,21,08:13,14,19:14,+26.4,15:29,+3.2,07:15,+75.7,17:09,+68.2,09:03,+35.6,05:56,+74.3,15:29,0,00:00,29.53,09:58,29.32,23:59,10.1,00:08,91,0,5,0.16,32.304
25,March,+64.4,02:14,+50.9,08:10,88,22:16,18,03:59,+53.6,22:19,+16.7,00:12,+72,00:11,+69.1,11:07,+42.8,07:46,-999,00:00,0.08,07:18,29.35,00:44,29.17,20:13,10.5,17:19,153,0.24,0,0.24,42.566
26,March,+60.4,18:43,+39.7,23:59,98,08:39,28,18:44,+55.6,05:49,+25.9,18:42,+70.5,20:32,+69.1,09:24,+39.2,23:59,-999,00:00,0.2,08:19,29.26,23:59,29.06,10:44,8.7,14:56,279,0.67,0,0.67,14.68
27,March,+65.5,14:46,+36.1,07:44,98,09:37,24,16:33,+45,22:41,+23.7,17:01,+71.8,19:57,+67.1,09:36,+35.6,07:46,-999,00:00,0,23:59,29.26,01:28,29.09,18:29,8.1,13:12,71,0,1,0.67,7.161
28,March,+66.6,18:21,+42.6,04:31,98,09:49,33,17:22,+48.6,09:26,+34.5,10:57,+71.1,20:22,+67.5,09:55,+42.6,04:31,-999,00:00,0,23:59,29.12,10:14,28.64,23:59,8.7,18:35,137,0,2,0.67,11.051
29,March,+58.6,01:50,+38.1,23:59,81,03:07,29,13:36,+51.1,03:07,+15.8,14:44,+70.3,00:11,+67.1,23:48,+21.2,23:48,-999,00:00,0.28,02:27,29.14,23:59,28.64,03:44,17.4,12:08,241,0.16,0,0.16,85.754
30,March,+72,17:16,+32.2,07:41,55,08:01,14,18:16,+21.7,16:20,+6.6,20:02,+73.2,17:13,+66.7,09:02,+24.8,00:08,+70.2,17:16,0,00:00,29.35,22:43,29.14,00:14,12.3,00:08,295,0,1,0.16,45.673
31,March,+70.9,14:04,+33.3,06:27,49,06:32,15,18:47,+23.9,14:04,+10.4,02:59,+71.2,20:27,+66.9,06:52,+33.3,06:27,+70.5,14:04,0,23:59,29.32,02:43,29.06,22:17,14.1,18:05,126,0,2,0.16,18.798
