This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN

1,April,+51.6,14:34,+28.4,05:28,87,09:38,24,14:04,+33.1,09:42,+13.8,12:45,+71.2,10:40,+68.7,07:59,+28.4,05:48,-999,00:00,0,00:00,29.03,23:34,28.94,18:34,17,14:29,279,0.04,0,0.04,42.51
2,April,+56.5,17:08,+35.8,02:13,84,04:12,25,17:24,+34.3,04:12,+18.5,19:16,+71.1,20:09,+69.1,09:57,+26.6,06:57,-999,00:00,0,00:00,29.29,23:59,28.97,05:49,22.8,14:17,270,0,1,0.04,73.551
3,April,+73.6,19:17,+29.1,07:41,83,09:09,14,22:37,+32.2,09:14,+18.5,22:37,+74.5,23:15,+68.9,09:08,+28.4,07:44,+71.8,19:17,0,00:00,29.38,11:34,28.88,23:59,15,16:31,55,0,2,0.04,52.835
4,April,+73.9,14:31,+47.7,23:59,79,23:41,17,01:27,+54,18:15,+22.1,00:02,+75,18:13,+73.2,08:31,+37.4,23:58,+75.7,15:50,0.28,18:20,28.94,06:34,28.73,17:49,19.7,08:48,214,0.87,0,0.87,118.77
5,April,+50,15:10,+35.6,23:37,74,07:08,24,15:23,+39.4,00:00,+12.4,14:09,+73.8,00:02,+69.8,08:54,+23,02:52,-999,00:00,0.08,00:00,29.26,23:59,28.82,00:34,19.7,02:52,245,0.2,0,0.2,72.795
6,April,+70.9,17:21,+31.8,03:21,70,03:44,14,18:38,+24.6,03:57,+13.5,22:37,+73.8,23:08,+69.1,08:13,+31.8,03:21,+70.3,15:59,0,00:00,29.29,09:34,29.14,20:49,19.7,17:26,284,0,1,0.2,65.678
7,April,+77,15:52,+52,03:50,29,07:55,15,18:21,+30.6,13:47,+16.5,00:32,+74.3,22:21,+69.6,09:15,+48.2,03:51,+74.5,15:47,0,00:00,29.29,22:19,29.2,05:34,11,09:55,281,0,2,0.2,29.063
8,April,+79.7,17:07,+54.7,08:24,60,23:55,22,18:44,+46.4,13:33,+25.7,01:52,+74.3,15:39,+70.7,08:17,+51.8,05:21,+77.4,17:07,0,00:00,29.26,23:59,29.09,17:04,17,17:24,272,0,3,0.2,50.864
9,April,+64.8,18:44,+49.5,07:04,85,15:43,49,12:35,+57,18:34,+41.5,12:35,+73,00:09,+69.6,10:47,+49.5,07:04,-999,00:00,0.51,14:04,29.35,14:05,29.2,17:04,8.7,13:47,287,0.31,0,0.31,2.511
10,April,+88.9,16:40,+54.9,00:31,94,09:44,15,16:41,+60.4,09:57,+33.6,19:17,+75.4,19:39,+69.6,10:03,+54.9,00:31,+84.4,16:40,0,23:59,29.32,01:34,29.09,23:59,13.2,18:24,207,0.04,0,0.04,52.615
11,April,+79.2,00:35,+58.5,23:19,89,23:59,23,00:44,+55.4,23:59,+37.9,00:44,+75,00:23,+73,20:42,+58.5,23:20,+77.5,10:20,0.12,23:10,29.12,16:04,29,23:59,17,10:32,303,0.47,0,0.47,61.937
12,April,+58.6,00:53,+43.5,12:25,90,01:04,40,23:59,+55.8,00:53,+24.1,23:44,+73.4,00:01,+68.9,23:59,+30.2,14:18,-999,00:00,0.35,10:02,29.26,23:59,28.91,07:19,13.6,14:18,319,1.65,0,1.65,37.525
13,April,+66.7,17:01,+34.9,07:33,78,08:06,15,19:29,+31.6,08:19,+14.7,19:52,+74.5,20:26,+65.7,07:41,+34.9,07:33,-999,00:00,0,00:00,29.35,23:59,29.23,05:04,13.2,13:45,307,0,1,1.65,28.094
14,April,+72.9,18:03,+36.7,07:25,77,08:01,14,19:17,+34.3,08:43,+15.8,20:02,+74.7,17:27,+68.9,10:11,+36.7,07:26,+70.7,18:07,0,00:00,29.41,12:49,29.32,23:59,8.7,13:35,60,0,2,1.65,17.222
15,April,+76.6,15:56,+50.2,07:04,74,21:37,18,16:49,+49.1,21:37,+18,00:09,+74.5,17:43,+69.4,08:12,+46.4,07:01,+74.7,15:49,0.04,22:48,29.38,02:20,29.03,23:59,12.8,17:51,161,0.08,0,0.08,48.095
16,April,+63,11:08,+43.5,23:59,85,10:02,31,15:01,+52.3,10:02,+24.6,23:49,+73.2,00:01,+70,10:54,+28.4,23:28,-999,00:00,1.38,03:37,29.12,23:59,28.79,10:49,19.7,11:35,127,0.98,0,0.98,85.489
17,April,+69.3,17:03,+41.4,06:35,60,00:36,17,19:10,+29.3,00:31,+21.6,19:10,+73.9,19:44,+66.9,10:22,+28.4,00:40,+70.7,17:05,0,00:00,29.2,23:59,29.09,16:19,17.4,12:46,183,0.04,0,0.04,89.659
18,April,+75.6,15:06,+53.8,06:17,38,06:12,15,17:54,+32.4,15:27,+20.5,21:19,+75.9,21:41,+69.4,08:21,+53.6,09:08,+73.9,15:06,0,00:00,29.2,23:49,29.14,20:19,13.2,15:30,279,0,1,0.04,41.653
19,April,+72.1,23:59,+54.5,08:16,84,09:35,24,01:00,+55.9,22:14,+26.1,00:58,+75.2,00:27,+70.7,13:42,+42.8,05:19,+76.1,16:00,0.71,05:52,29.2,01:49,29,23:19,20.6,05:19,275,0.63,0,0.63,5.582
20,April,+77.2,03:05,+46.8,23:59,84,06:45,30,03:05,+56.3,06:45,+27,23:35,+74.3,18:40,+72.1,19:31,+41,15:03,+76.6,03:05,0.59,03:16,29.5,23:59,29,03:04,28.4,03:05,281,0.51,0,0.51,81.54
21,April,+62.4,17:32,+37.8,07:20,59,08:00,19,19:53,+28,08:17,+15.3,19:53,+74.3,18:50,+69.1,08:46,+37.4,07:33,-999,00:00,0,00:00,29.68,12:04,29.5,23:59,9.2,14:13,258,0,1,0.51,25.203
22,April,+60.8,21:58,+48,07:29,90,21:49,27,06:19,+57.7,21:49,+17.4,05:04,+72,00:06,+69.3,11:48,+42.8,03:40,-999,00:00,0.67,21:08,29.5,00:34,29.2,23:59,8.3,23:00,101,0.55,0,0.55,11.767
24,April,+74.7,14:35,+62.2,23:59,70,22:58,31,15:32,+54.7,22:45,+41,15:32,+75.2,23:22,+70.3,14:22,+59,23:11,+76.1,14:29,0,14:22,29.38,23:05,29.29,20:19,10.1,15:46,208,0.04,0,0.04,16.864
25,April,+82.6,15:41,+59.5,06:41,89,08:44,21,18:10,+60.6,08:47,+37,16:38,+75.6,12:53,+72.5,08:40,+59,07:33,+80.1,13:23,0,00:00,29.32,02:49,29.09,22:34,14.5,15:30,108,0,1,0.04,41.176
26,April,+72.5,11:20,+61.2,23:59,80,22:48,29,13:06,+57.7,17:36,+37.9,13:06,+75.2,19:14,+72.5,08:59,+55.4,15:17,+75.6,08:54,0.16,14:43,29.14,14:35,29.03,07:49,12.3,11:40,179,0.28,0,0.28,37.774
27,April,+75.9,15:48,+60.4,03:38,87,21:25,29,15:57,+60.1,23:38,+41.2,15:57,+75.2,18:32,+72,09:35,+57.2,20:06,+76.5,14:18,2.44,22:47,29.06,02:20,28.82,23:59,15.4,11:44,183,1.22,0,1.22,42.637
28,April,+66.6,17:24,+50.5,21:48,74,00:57,23,19:03,+55.6,00:57,+25.2,11:28,+75.4,18:05,+72,10:30,+41,08:11,-999,00:00,0.31,21:01,29.2,23:59,28.79,02:04,17.4,03:43,318,0.12,0,0.12,98.519
29,April,+61.9,18:39,+43.9,23:59,80,09:00,26,18:31,+44.6,09:00,+26.2,18:31,+73.9,00:05,+69.6,13:20,+43.9,23:59,-999,00:00,0,00:00,29.38,23:59,29.17,06:34,13.2,14:11,288,0,1,0.12,33.281
30,April,+73.9,17:25,+37,05:40,85,09:24,16,19:03,+46.9,09:29,+21.2,19:53,+74.7,22:54,+67.8,10:56,+37,05:41,+72.1,15:47,0,00:00,29.44,12:34,29.29,23:59,8.7,12:54,123,0,2,0.12,18.943
