This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN

1,July,+89.6,15:26,+62.4,06:41,85,07:38,20,16:05,+59.9,10:38,+33.6,11:05,+75.2,16:32,+73,07:49,+32,16:28,+76.1,01:14,0,00:00,29.35,23:02,29.32,21:41,7.2,14:37,302,0,4,0.16,7.616
2,July,+84.9,19:16,+72.5,09:33,74,09:34,31,18:00,+63.9,22:40,+50.2,17:28,+75,20:50,+73.4,09:31,+72.5,09:33,+77,10:01,0,09:30,29.41,13:11,29.29,22:56,6.3,14:53,324,0,5,0.16,2.973
3,July,+90.9,14:11,+68.2,06:51,87,08:47,28,14:22,+68.9,08:57,+52.2,14:22,+75,15:31,+74.1,09:17,+68,07:12,+89.2,14:12,0,00:00,29.32,08:41,29.17,19:11,7.6,13:40,294,0.04,0,0.04,11.022
4,July,+81.7,18:36,+69.3,23:59,85,08:13,34,19:01,+68.7,01:52,+49.6,19:01,+75.4,18:06,+74.1,08:41,+69.3,23:59,+81.1,18:36,0,00:00,29.29,12:41,29.2,05:26,10.1,12:14,277,0,1,0.04,10.738
5,July,+89.6,16:30,+65.7,06:19,87,09:27,24,16:43,+70.2,09:40,+46.8,15:34,+75,15:07,+73.9,08:29,+65.7,06:19,+87.6,16:27,0,23:59,29.32,10:41,29.23,19:41,8.1,13:31,278,0,2,0.04,3.637
6,July,+91.6,16:06,+67.5,04:13,87,09:47,20,16:41,+71.8,09:47,+43.5,15:34,+75.7,10:35,+73.9,19:02,+67.5,04:13,+76.3,00:19,0,00:00,29.29,14:11,29.2,19:26,7.6,13:59,270,0,3,0.04,9.479
7,July,+90.7,14:58,+68,07:01,87,08:33,25,14:42,+70.2,08:39,+49.6,14:42,+75.4,15:06,+74.3,09:20,+68,07:27,+88.3,12:57,0,00:00,29.29,12:26,29.14,21:56,6.7,11:56,121,0,4,0.04,5.716
8,July,+79.2,18:12,+66.7,23:59,83,10:00,40,18:16,+65.3,03:22,+51.3,17:32,+75.6,16:20,+74.3,23:59,+64.4,07:41,+79.3,18:12,2.95,07:51,29.17,23:59,29.09,15:56,10.1,07:41,297,1.14,0,1.14,2.958
9,July,+86.9,16:03,+66,04:04,88,10:14,23,17:46,+70.2,10:30,+43.9,17:46,+75.4,17:39,+74.1,08:28,+66,04:04,+84.4,16:02,0,00:00,29.32,23:59,29.17,03:56,5.8,16:02,72,0,1,1.14,4.434
10,July,+92.8,17:22,+62.1,06:48,87,08:55,20,17:14,+66.9,09:15,+45.5,16:53,+75.4,16:55,+73.9,09:19,+62.1,06:48,+90.5,17:42,0,00:00,29.32,13:26,29.26,23:41,6.3,16:20,146,0,2,1.14,4.076
11,July,+94.6,15:29,+69.8,06:40,87,08:50,28,16:50,+73.4,09:06,+50.9,16:55,+75.4,13:35,+74.3,18:49,+68,22:34,+96.8,15:14,4.65,22:45,29.29,23:56,29.14,19:11,12.3,16:47,335,0.75,0,0.75,21.812
12,July,+93.4,16:37,+70,03:57,87,05:31,26,17:53,+66.7,05:31,+51.8,17:53,+75.2,16:09,+74.3,23:52,+68,00:37,+94.1,15:02,0.31,00:00,29.26,02:11,29.17,19:27,8.7,16:53,292,0,1,0.75,22.274
13,July,+86.5,16:41,+69.3,23:59,72,07:18,21,19:09,+63.1,07:23,+39.2,19:09,+75.4,10:26,+74.3,23:29,+69.4,23:59,+84.4,16:35,0,00:00,29.29,23:59,29.2,19:26,9.6,17:06,284,0,2,0.75,22.065
14,July,+84.6,15:14,+64,06:56,51,07:35,20,15:23,+47.3,09:04,+38.5,16:57,+75.4,16:37,+73.8,09:21,+60.8,07:33,+79.5,13:17,0,00:00,29.35,09:57,29.23,21:11,8.1,14:50,78,0,3,0.75,11.223
