This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN

1,November,+57.2,16:24,+27.7,08:27,75,09:00,25,16:36,+25.9,09:01,+15.8,00:40,+72.1,23:01,+70.2,19:47,+27.7,08:27,-999,00:00,0,00:00,29.71,23:59,29.56,01:34,8.7,12:29,66,0,6,1.26,16.7
2,November,+57.2,16:02,+30.6,08:30,57,08:47,25,16:02,+23,15:22,+15.4,03:31,+72,23:52,+70,18:49,+30.2,08:36,-999,00:00,0,00:00,29.71,04:19,29.53,23:59,8.1,14:08,89,0,7,1.26,10.977
3,November,+52.3,16:03,+35.2,08:26,82,23:59,31,14:05,+40.1,23:40,+18.9,00:34,+71.8,00:01,+70,13:07,+35.2,08:26,-999,00:00,0.16,20:22,29.53,00:04,29.12,23:49,3.6,16:24,147,0.08,0,0.08,0.037
4,November,+57.9,16:23,+42.3,21:47,90,10:07,26,16:33,+44.6,10:07,+21.6,17:13,+72,22:54,+69.8,17:58,+33.8,20:16,-999,00:00,0,00:00,29.14,00:04,28.91,16:34,12.8,16:22,292,0.08,0,0.08,24.584
5,November,+45.1,15:45,+35.1,11:32,79,12:05,32,18:59,+35.2,00:01,+15.1,20:07,+71.8,12:54,+69.8,12:51,+26.6,12:47,-999,00:00,0,00:00,29.35,23:59,29,05:34,11,16:10,271,0.04,0,0.04,32.848
6,November,+42.3,15:35,+27,23:52,75,10:20,32,17:53,+26.2,10:41,+12,20:40,+71.1,16:16,+69.6,10:23,+26.6,23:59,-999,00:00,0,00:00,29.71,23:59,29.35,01:34,6.3,16:57,314,0,1,0.04,9.263
7,November,+54.1,16:11,+22.6,07:00,78,08:36,23,16:21,+21.9,09:21,+12.7,18:11,+71.8,18:59,+68.9,09:34,+22.6,07:00,-999,00:00,0,00:00,29.76,10:04,29.47,23:59,8.3,13:55,122,0,2,0.04,14.345
8,November,+67.8,15:48,+29.5,05:51,72,06:37,17,16:26,+26.8,23:37,+17.6,01:11,+77.5,19:34,+69.1,08:12,+29.5,05:51,-999,00:00,0,00:00,29.47,01:19,29.26,17:20,8.3,14:41,201,0,3,0.04,14.725
9,November,+72.3,16:03,+32.9,07:07,83,08:27,16,16:18,+34.9,09:27,+16.2,18:26,+75.2,17:44,+69.8,08:52,+32.9,07:07,+71.1,16:03,0,00:00,29.38,23:59,29.29,17:32,6.3,14:20,307,0,4,0.04,5.664
