This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN

1,June,+89.1,17:56,+64,23:59,88,08:04,18,19:21,+71.6,08:28,+36,19:56,+75.9,12:46,+74.1,08:53,+64,23:59,+84.6,10:56,0,00:00,29.53,13:35,29.44,23:50,10.5,16:15,271,0,6,0.16,30.807
2,June,+81.5,13:34,+56.7,05:48,85,08:29,19,13:52,+60.4,08:40,+34.5,13:52,+75.6,13:29,+72.5,08:54,+56.7,05:48,+78.1,13:34,0,00:00,29.5,14:20,29.41,21:20,8.7,13:47,283,0,7,0.16,5.38
3,June,+81.9,17:36,+56.1,06:35,75,02:49,19,17:48,+51.1,02:49,+34.2,13:42,+75.6,14:56,+72.3,08:10,+55.4,06:35,+78.4,17:36,0,00:00,29.5,13:35,29.41,21:50,6.3,03:32,271,0,8,0.16,5.589
4,June,+91.8,17:16,+56.3,06:39,81,08:06,20,13:56,+60.1,22:45,+38.8,13:42,+75.4,16:07,+72.5,09:22,+56.3,06:39,+77.9,11:22,0,00:00,29.47,10:20,29.29,21:05,8.7,23:54,311,0,9,0.16,27.61
5,June,+87.4,16:16,+64.9,23:59,88,08:50,24,15:28,+66.9,08:49,+42.3,19:37,+75.4,16:46,+73.9,08:50,+64.4,23:59,+85.5,14:36,6.57,00:05,29.44,00:35,29.32,22:05,8.7,00:03,182,0.55,0,0.55,6.275
6,June,+90.1,16:37,+61.7,06:08,87,08:49,19,16:43,+64.9,08:54,+40.5,14:22,+75.7,13:15,+73.9,09:22,+61.7,06:08,+86.2,17:25,0,00:00,29.35,14:05,29.26,23:50,5.8,11:24,288,0,1,0.55,5.708
7,June,+91.8,14:39,+65.1,05:32,88,08:47,23,14:42,+69.1,08:58,+45.5,15:46,+75.6,14:03,+73.9,08:36,+64.4,05:32,+90,14:39,1.61,16:17,29.32,17:50,29.23,22:05,8.7,12:21,266,0.2,0,0.2,15.999
8,June,+93.6,16:11,+64.9,06:47,88,08:49,21,16:30,+69.6,08:55,+47.5,16:30,+75.6,10:58,+73.6,07:50,+64.4,06:55,+91.4,17:02,0,00:00,29.35,08:50,29.26,23:50,7.6,16:35,290,0,1,0.2,17.617
9,June,+92.7,18:09,+69.4,06:28,87,08:29,18,17:44,+70.2,08:42,+42.6,17:44,+75.2,16:44,+73.9,07:47,+69.4,06:29,+85.8,11:21,0,00:00,29.32,09:35,29.2,18:50,8.7,15:52,292,0,2,0.2,16.163
10,June,+87.4,15:44,+67.6,06:40,81,07:38,30,13:02,+63.7,07:51,+45.3,22:12,+75.2,14:10,+73.9,08:04,+67.6,06:40,+87.3,16:16,0,00:00,29.32,11:50,29.2,20:50,8.3,16:10,330,0,3,0.2,11.64
11,June,+87.8,17:00,+66.2,05:39,83,09:30,24,18:16,+63.3,09:30,+45.5,18:16,+75.9,20:56,+74.3,02:01,+60.8,05:41,+85.3,17:27,1.73,06:01,29.29,08:35,29.17,22:05,10.1,05:54,286,0.43,0,0.43,23.422
