This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN

1,February,+61.3,16:12,+48.7,23:59,66,23:59,20,00:07,+39.9,23:02,+15.1,00:07,+73,18:42,+70.9,08:24,+44.6,02:54,-999,00:00,0,00:00,29.38,12:30,29.29,23:59,13.2,00:04,286,0,5,0.04,33.057
2,February,+55.9,15:54,+34.3,23:57,72,00:26,20,17:01,+41,00:26,+13.5,17:01,+73.9,18:29,+70.7,09:33,+33.8,23:59,-999,00:00,0,00:00,29.68,23:59,29.29,02:30,11,15:03,311,0,6,0.04,30.196
3,February,+56.3,16:14,+27,08:10,74,10:08,20,17:05,+30,10:23,+9.1,19:01,+73.2,18:22,+70,07:44,+26.6,08:16,-999,00:00,0,00:00,29.74,11:29,29.56,23:59,8.1,15:20,95,0,7,0.04,9.934
4,February,+44.2,11:21,+35.8,00:23,74,22:07,30,11:21,+32.2,22:07,+13.8,07:49,+72,18:43,+70.2,09:13,+33.8,12:20,-999,00:00,0.04,18:40,29.56,01:30,29.35,23:59,7.2,12:20,61,0.12,0,0.12,4.158
5,February,+50.9,16:17,+29.7,23:59,73,07:55,21,17:11,+31.8,00:09,+7.9,20:05,+72.9,18:17,+70.3,09:56,+29.7,23:59,-999,00:00,0,00:00,29.53,21:30,29.32,05:00,6.7,15:16,192,0,1,0.12,9.211
6,February,+52.2,16:02,+23.4,08:02,68,09:50,18,16:38,+23.2,10:35,+5.2,19:04,+72.9,18:57,+69.6,09:17,+23,08:08,-999,00:00,0,00:00,29.5,12:00,29.38,16:30,8.1,14:28,199,0,2,0.12,9.106
7,February,+46.9,15:11,+25.7,07:31,76,10:00,28,16:50,+27,10:00,+10.2,21:42,+72.1,19:41,+69.6,07:13,+24.8,07:31,-999,00:00,0,00:00,29.53,23:45,29.44,06:00,8.3,17:40,323,0,3,0.12,12.139
8,February,+35.8,14:23,+29.3,23:59,71,10:25,40,21:28,+25,10:38,+9.7,23:27,+72.1,17:53,+70.2,06:13,+23,17:54,-999,00:00,0.04,12:36,29.56,23:59,29.47,03:45,8.7,17:54,309,0.08,0,0.08,14.211
9,February,+38.7,14:22,+27,08:04,55,06:13,26,14:56,+15.1,05:51,+6.1,14:56,+71.8,18:48,+70,10:14,+26.6,08:09,-999,00:00,0,00:00,29.62,11:30,29.47,23:59,8.1,17:18,261,0,1,0.08,7.273
10,February,+34.7,13:21,+30.6,20:53,72,23:59,31,13:46,+23.9,23:59,+6.8,13:46,+72,19:30,+69.8,07:20,+24.8,11:38,-999,00:00,0,00:00,29.47,01:30,29.17,23:59,8.1,11:38,277,0,2,0.08,12.49
11,February,+32.7,04:23,+18,09:34,76,04:09,24,17:11,+26.1,04:09,-8.3,17:43,+71.8,19:05,+69.8,09:18,-7.6,18:15,-999,00:00,0,00:00,29.56,23:59,29.12,04:30,20.6,12:44,310,0,3,0.08,102.372
12,February,+35.8,16:14,+14.2,06:31,38,08:00,24,16:29,+4.1,15:03,-8.3,06:25,+72,17:00,+69.4,06:11,-11.2,00:13,-999,00:00,0,00:00,29.62,10:15,29.5,17:45,19.7,00:13,281,0,4,0.08,64.37
13,February,+40.3,14:33,+20.5,07:17,47,08:06,21,17:55,+7.2,12:08,+0.7,00:09,+72.1,19:30,+69.8,09:19,+20.5,07:17,-999,00:00,0,00:00,29.56,10:15,29.29,23:59,5.8,16:05,213,0,5,0.08,6.424
