This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN

1,September,+93.9,17:12,+63.5,07:35,93,09:12,18,17:39,+69.8,09:34,+43.3,18:46,+71.8,10:46,+69.3,18:49,+63.5,07:35,+90.7,15:37,0,00:00,29.44,11:18,29.29,21:18,10.5,14:53,104,0,11,0.55,24.8
2,September,+95.4,16:31,+61.5,07:09,92,09:07,17,16:50,+66.9,09:16,+43,16:50,+71.8,22:35,+69.3,19:02,+60.8,07:10,+91.2,16:31,0,00:00,29.35,12:48,29.2,21:48,8.3,13:21,250,0,12,0.55,17.937
3,September,+83.3,17:17,+61.3,23:59,91,08:10,20,18:52,+65.3,13:58,+32.4,22:11,+71.8,21:53,+70,20:34,+60.8,23:59,+82,12:52,0.87,13:25,29.23,00:33,29.06,16:34,14.1,18:16,319,0.16,0,0.16,47.648
4,September,+74.8,16:37,+52.9,23:59,69,23:59,24,18:07,+43.9,08:14,+33.4,19:37,+73.9,16:07,+70.9,01:50,+52.9,23:59,+74.7,15:41,0,00:00,29.32,23:59,29.17,02:33,12.8,14:49,277,0,1,0.16,48.516
5,September,+77.7,17:33,+44.6,07:31,91,09:34,21,18:48,+53.8,09:46,+32.9,12:27,+73,17:36,+71.2,22:21,+44.6,07:52,+75.6,17:33,0,00:00,29.41,13:03,29.32,18:33,10.1,15:02,261,0,2,0.16,15.873
6,September,+87.4,17:37,+47.3,07:01,92,08:45,18,18:43,+53.4,09:00,+37,19:38,+72.3,00:01,+70.5,18:08,+47.3,07:01,+82.9,17:37,0,00:00,29.47,11:33,29.38,23:03,8.1,16:08,104,0,3,0.16,21.275
7,September,+94.6,15:54,+58.1,06:50,73,07:11,19,17:12,+55.2,22:49,+44.8,17:07,+72.1,15:30,+70,20:12,+58.1,06:50,+91,15:46,0,00:00,29.44,11:48,29.29,22:34,11,15:37,278,0,4,0.16,38.132
8,September,+82.8,18:21,+57.4,23:59,53,02:07,16,18:31,+56.5,02:07,+29.3,19:54,+71.8,09:27,+69.6,20:13,+57.2,23:59,+78.8,00:02,0,00:00,29.41,09:27,29.29,20:33,10.5,18:40,291,0,5,0.16,11.96
9,September,+77,16:43,+47.7,07:46,88,08:41,22,18:49,+49.6,08:43,+32.7,19:18,+72.1,22:23,+70.2,19:47,+47.7,07:46,+75.2,16:46,0,00:00,29.41,11:18,29.29,22:18,10.5,13:09,281,0,6,0.16,22.103
10,September,+79.5,17:10,+47.3,07:36,90,08:42,21,17:24,+51.1,08:51,+35.2,18:28,+72.5,22:29,+70.7,19:42,+47.3,07:36,+77,17:10,0,00:00,29.35,13:18,29.26,21:03,8.1,14:48,88,0,7,0.16,15.91
11,September,+79.9,15:06,+58.6,05:43,90,20:59,36,10:46,+68,20:59,+38.7,00:02,+73.8,14:38,+71.4,01:01,+53.6,02:02,+79.9,15:01,1.38,19:55,29.29,01:18,29.09,17:18,9.2,02:02,92,0.35,0,0.35,26.119
