This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN

1,December,+53.6,14:43,+26.8,05:36,55,04:19,18,15:00,+16.5,09:12,+4.3,10:04,+78.4,11:58,+68.7,09:10,+26.6,05:39,-999,00:00,0,00:00,29.41,11:41,29.32,15:00,8.1,14:02,211,0,1,0.31,16.976
1,December,+53.6,14:43,+26.8,05:36,55,04:19,18,15:00,+16.5,09:12,+4.3,10:04,+78.4,11:58,+68.7,09:10,+26.6,05:39,-999,00:00,0,00:00,29.41,11:41,29.32,15:00,8.1,14:02,211,0,1,0.31,7.892
2,December,+56.3,23:44,+47.7,15:12,55,22:44,25,23:59,+37.4,22:44,+20.3,23:59,+68,20:33,+67.6,23:59,+44.6,23:43,-999,00:00,0.04,15:12,28.76,15:42,28.58,20:57,17.9,23:43,267,0.08,0,0.08,6.256
3,December,+55.9,00:02,+38.3,23:59,30,09:37,21,23:59,+21,00:12,+1.8,23:59,+67.8,01:33,+66.9,18:00,+28.4,23:40,-999,00:00,0.04,00:00,29.38,23:59,28.67,00:42,14.5,00:30,219,0,1,0.08,38.758
4,December,+44.8,16:14,+25,22:23,31,22:33,20,16:18,+6.3,16:14,-6,21:54,+73.8,15:12,+66.9,01:31,+24.8,22:32,-999,00:00,0,00:00,29.5,11:24,29.38,01:31,9.6,00:38,273,0,2,0.08,8.734
5,December,+37,16:21,+16.5,23:59,37,23:52,22,16:32,+3,08:42,-8,18:01,+69.4,16:35,+67.6,21:11,+15.8,23:59,-999,00:00,0,00:00,29.5,23:59,29.38,05:43,8.3,14:07,274,0,3,0.08,17.251
6,December,+37.6,13:58,+12.7,07:19,41,10:14,21,13:58,+10.8,10:22,-9.8,07:19,+73.9,12:02,+67.3,07:17,+12.2,07:27,-999,00:00,0,00:00,29.65,12:12,29.5,23:59,6.3,16:14,90,0,4,0.08,7.959
7,December,+40.1,16:07,+22.8,03:54,41,04:19,23,16:12,+10.6,23:56,-6,03:04,+68.9,16:15,+67.8,08:49,+22.8,03:54,-999,00:00,0,00:00,29.59,23:57,29.44,14:43,6.3,15:27,173,0,5,0.08,10.999
8,December,+43.7,23:59,+34.9,07:44,68,21:27,21,15:08,+31.3,22:52,+1.9,15:08,+68.7,18:03,+67.8,02:14,+26.6,16:15,-999,00:00,0.39,22:17,29.59,00:58,28.76,23:59,8.7,23:28,77,1.02,0,1.02,33.154
9,December,+57.2,07:21,+31.1,23:59,72,02:15,17,11:58,+39.4,04:11,-2.4,23:59,+72.1,12:02,+67.6,23:56,+8.6,21:56,-999,00:00,0.24,01:11,29,23:59,28.52,11:27,27.1,12:27,276,0.31,0,0.31,122.079
10,December,+31.3,00:11,+18,21:59,24,16:37,21,16:51,-2.2,00:11,-13.5,21:59,+71.2,15:24,+67.3,07:48,-2.2,17:45,-999,00:00,0,00:00,29.53,23:59,29,00:12,17.4,13:48,220,0,1,0.31,109.384
11,December,+39.9,16:18,+12.7,06:12,24,18:23,0,06:26,+3.2,16:18,-15.9,06:29,+78.8,12:03,+67.3,04:44,+5,02:47,-999,00:00,0,00:00,29.71,23:59,29.53,01:27,11.4,12:58,289,0,2,0.31,34.521
12,December,+46.4,14:43,+11.5,07:46,35,08:39,0,08:13,+7.3,14:46,-13.4,01:57,+78.6,12:03,+67.6,03:58,+11.5,07:47,-999,00:00,0,00:00,29.76,11:12,29.44,23:59,6.3,16:49,107,0,3,0.31,7.907
13,December,+48.4,15:02,+34.5,00:17,49,09:39,21,02:55,+24.3,14:42,-0.4,00:17,+68.9,18:30,+68.2,07:57,+33.8,00:18,-999,00:00,0.2,08:45,29.44,01:13,29.23,14:43,9.6,18:23,287,0.31,0,0.31,12.624
14,December,+60.3,14:40,+40.8,07:02,47,08:14,17,15:45,+26.6,18:39,+13.3,15:45,+74.7,12:05,+68,07:23,+40.8,07:02,-999,00:00,0,00:00,29.35,03:13,29.14,19:43,9.6,14:41,130,0,1,0.31,23.727
15,December,+55.6,00:18,+27,23:59,29,09:48,18,01:49,+15.1,00:34,-5.8,23:59,+69.8,00:34,+67.8,23:59,+15.8,21:20,-999,00:00,0,00:00,29.71,23:59,29.2,00:27,14.5,00:40,270,0,2,0.31,88.228
