This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN & vbCrLf
21,July,+96.4,15:58,+56.3,07:01,68,07:54,11,17:35,+49.8,07:55,+23.4,20:30,+74.1,19:06,+68.9,08:31,+56.3,07:01,+90.5,15:58,0,00:00,29.38,11:40,29.29,22:55,5.4,15:37,133,0,4,0.08,3.368
22,July,+79.9,11:52,+63.7,01:11,69,23:59,17,12:14,+56.3,21:58,+27.9,11:13,+71.6,13:48,+69.1,07:57,+63.7,01:11,+76.3,11:52,1.54,17:07,29.32,14:25,29.17,23:59,6.3,12:22,322,0.51,0,0.51,4.054
23,July,+87.3,17:36,+63.3,23:42,71,01:37,13,18:57,+57.4,01:37,+24.4,19:52,+72.3,19:29,+69.3,07:57,+62.6,23:42,+75,04:25,0,00:00,29.26,15:25,29.14,06:10,8.1,16:40,197,0,1,0.51,25.858
24,July,+93.4,16:51,+60.4,03:16,65,06:46,11,16:51,+51.4,07:40,+24.4,20:21,+73.2,17:07,+68.7,07:43,+60.4,03:16,+87.3,16:52,0,00:00,29.26,15:10,29.2,23:55,8.1,16:36,280,0,2,0.51,16.7
25,July,+77.7,16:37,+63.1,06:01,68,07:27,20,11:05,+55.2,07:27,+31.5,11:09,+71.1,21:14,+68.9,08:41,+62.6,06:02,+76.8,17:24,0.83,12:03,29.23,00:10,29.09,18:10,8.1,20:00,265,0.75,0,0.75,9.665
26,July,+92.7,15:49,+65.5,23:45,69,07:04,12,18:34,+58.1,07:04,+24.4,20:24,+73.4,18:19,+69.1,08:24,+65.5,23:45,+86.7,15:49,0.12,00:58,29.23,23:59,29.14,06:25,11,16:40,272,0.12,0,0.12,32.163
27,July,+95.5,16:40,+61.7,04:18,69,05:13,11,18:19,+54.9,08:36,+24.4,20:22,+73.8,18:42,+68.9,08:17,+61.7,04:18,+89.4,16:40,0,00:00,29.29,15:40,29.23,21:40,8.7,15:26,294,0,1,0.12,17.02
28,July,+95.9,12:20,+61.9,05:15,62,07:31,11,12:30,+50.5,07:41,+27,10:09,+73.2,15:13,+68.9,08:22,+61.9,05:15,+90,12:20,0,00:00,29.29,00:40,29.14,23:59,6.3,14:00,210,0,2,0.12,8.257
29,July,+94.6,17:58,+67.3,23:59,68,06:28,11,18:01,+58.3,06:21,+27,18:29,+72.1,20:14,+69.4,08:12,+66.2,01:16,+88.5,17:58,2.64,11:54,29.2,23:59,29.06,12:40,7.6,18:13,353,0.55,0,0.55,6.543
30,July,+90.7,12:51,+65.8,06:29,67,07:13,12,12:55,+57.7,22:35,+27.5,15:28,+73.4,15:05,+69.1,08:13,+65.8,06:30,+84.7,12:51,7.28,15:36,29.23,16:10,29.17,23:59,10.5,15:39,232,1.3,0,1.3,10.314
31,July,+91.9,17:35,+65.3,23:59,76,06:35,12,17:54,+60.8,06:12,+27,19:05,+73.6,18:58,+69.3,08:39,+65.3,23:59,+86,17:35,1.06,02:44,29.35,23:59,29.12,07:25,8.3,16:06,273,0.87,0,0.87,18.19
