This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN

1,August,+86.5,15:13,+63.9,07:02,92,08:02,33,15:12,+64.8,08:05,+54,15:12,+71.1,10:26,+69.4,16:07,+63.9,07:02,+86.2,15:07,0,00:00,29.26,12:17,29.17,05:17,5.4,09:34,68,0,4,0.16,3.063
2,August,+89.8,17:48,+71.2,23:59,79,23:59,29,15:42,+64.6,23:49,+52,14:29,+71.4,23:38,+69.3,16:16,+71.2,23:59,+88.7,17:30,0,14:20,29.35,23:59,29.32,21:32,8.1,15:00,284,0,5,0.16,3.651
3,August,+91.2,17:30,+69.8,03:15,91,09:04,32,14:05,+70.9,09:25,+56.3,14:00,+71.8,22:28,+69.8,14:11,+69.8,03:15,+76.1,00:00,0,00:00,29.38,13:17,29.26,22:47,7.2,16:06,312,0,6,0.16,17.862
4,August,+98.1,15:38,+75.9,07:50,74,05:41,29,16:15,+69.1,12:19,+55.6,16:52,+72.1,15:40,+69.8,23:59,+75.2,23:38,+101.7,14:07,0,00:00,29.29,00:03,29.14,18:47,22.4,16:13,8,0,7,0.16,26.19
5,August,+88,17:34,+70.9,23:44,94,07:52,34,18:42,+73,13:20,+55.2,18:42,+72,14:38,+69.1,19:46,+69.8,05:06,+91.6,15:38,2.13,05:02,29.23,00:48,29.09,18:32,10.5,00:15,226,0.47,0,0.47,17.318
6,August,+85.1,15:44,+63.9,23:59,94,08:27,29,17:19,+69.1,08:45,+48,18:57,+71.1,16:28,+69.1,20:58,+63.9,23:59,+83.3,14:55,0,00:00,29.26,23:59,29.17,06:03,8.7,16:33,263,0,1,0.47,18.064
7,August,+87.1,17:01,+60.1,07:34,94,09:38,24,16:49,+67.3,09:56,+45,16:01,+71.4,11:50,+69.6,19:01,+60.1,07:34,+84.7,17:01,0,00:00,29.35,12:32,29.26,21:17,6.3,14:13,96,0,2,0.47,6.759
8,August,+88.5,17:50,+59.2,06:20,94,09:05,27,17:55,+65.8,09:21,+48.9,12:55,+72.3,17:13,+70,01:07,+59,07:04,+86.4,17:50,0,00:00,29.35,12:18,29.26,21:03,7.2,15:07,175,0,3,0.47,11.566
9,August,+92.3,17:41,+62.4,06:12,94,08:50,27,17:47,+67.8,09:02,+52,14:40,+71.6,11:28,+68.7,20:30,+62.4,06:12,+91,17:41,0,00:00,29.35,13:18,29.26,21:33,6.3,15:31,292,0,4,0.47,10.045
10,August,+95.9,17:18,+69.1,06:39,93,08:19,30,17:45,+73,23:59,+59,17:24,+71.1,10:24,+68.5,21:07,+69.1,06:39,+99,15:51,0,00:00,29.32,12:03,29.2,19:03,6.3,15:48,266,0,5,0.47,6.863
11,August,+96.3,14:44,+72.7,23:59,93,08:31,31,14:49,+75.6,08:38,+58.8,14:53,+70.5,23:08,+68.7,19:34,+72.7,23:59,+98.8,14:44,0.08,18:08,29.26,11:32,29.17,18:48,9.6,14:17,276,0.08,0,0.08,13.667
12,August,+94.5,16:29,+71.4,06:58,94,09:08,27,18:04,+73.2,09:26,+54.7,17:44,+70.9,09:10,+68.5,19:17,+71.4,06:58,+95.9,15:39,0,00:00,29.2,11:48,29.09,19:33,8.7,14:01,299,0,1,0.08,16.789
13,August,+96.3,16:24,+68.7,07:12,94,09:13,26,16:33,+74.7,09:24,+54.9,16:45,+70.9,10:59,+68.4,20:16,+68,07:12,+96.3,16:28,0,00:00,29.2,23:59,29.12,20:17,6.7,12:58,241,0,2,0.08,8.749
14,August,+95.7,16:11,+72.3,05:33,93,08:01,34,16:38,+74.3,08:06,+60.4,19:22,+70.5,10:30,+68.7,19:51,+71.6,05:33,+99.9,16:08,0.2,20:01,29.26,23:59,29.14,19:03,15.4,19:14,257,0.28,0,0.28,24.532
15,August,+91.2,16:05,+72,04:50,93,07:50,40,16:14,+71.8,08:19,+60.6,18:42,+71.4,12:32,+69.1,20:08,+71.6,05:07,+95,16:03,0.08,00:00,29.29,12:33,29.2,20:48,6.7,10:35,200,0.04,0,0.04,14.628
16,August,+87.6,17:46,+64.4,23:59,91,02:53,22,18:50,+70.7,02:57,+42.8,18:50,+71.1,08:05,+68.9,19:17,+64.4,23:59,+84.9,16:56,0,00:00,29.38,23:48,29.23,02:03,8.3,15:43,265,0,1,0.04,19.114
17,August,+87.1,16:20,+59.4,07:19,93,08:30,22,17:41,+63.5,08:48,+42.3,17:41,+71.8,21:09,+69.8,19:57,+59,07:39,+80.8,12:18,0,00:00,29.44,13:02,29.35,20:03,6.7,13:28,78,0,2,0.04,8.324
18,August,+84.4,16:05,+61.2,02:34,87,07:48,29,16:25,+60.8,10:26,+48.2,15:35,+71.6,11:42,+69.6,21:44,+60.8,03:58,+82.4,17:21,0,00:00,29.41,12:33,29.29,21:18,8.1,14:25,300,0,3,0.04,6.774
19,August,+88.2,16:44,+62.6,04:40,94,10:56,28,17:50,+69.3,11:05,+50.4,17:50,+72.5,11:26,+68.9,21:04,+62.6,06:32,+86.2,16:44,0,00:00,29.32,12:48,29.23,20:48,7.6,14:42,111,0,4,0.04,6.401
20,August,+91.4,18:01,+63.5,05:36,94,09:35,26,17:29,+70.9,09:57,+51.1,17:29,+71.4,12:07,+69.1,21:26,+63.5,05:36,+90.1,16:48,0,00:00,29.32,14:18,29.2,20:48,6.3,16:10,85,0,5,0.04,7.72
21,August,+82.6,17:20,+69.8,06:46,92,23:59,48,12:57,+73,14:56,+58.1,10:34,+73.6,22:05,+69.6,00:02,+69.8,07:37,+87.1,17:18,1.38,13:42,29.23,12:33,29.12,19:03,8.7,18:26,110,0.55,0,0.55,13.116
