This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN & vbCrLf
11,April,+68.9,16:37,+38.8,23:59,92,00:05,15,17:52,+49.8,00:04,+4.6,23:50,+73.9,17:48,+67.6,08:38,+32,09:01,+68.9,16:37,0.16,00:42,29.53,23:59,29.06,00:14,14.5,12:46,298,0.28,0,0.28,44.678
12,April,+71.8,17:41,+25.3,07:04,63,07:49,14,17:45,+20.5,07:50,+4.6,00:26,+73.9,17:43,+66.9,08:17,+24.8,07:20,+70.2,17:41,0,00:00,29.62,12:44,29.44,23:59,8.7,13:41,71,0,1,0.28,18.667
13,April,+61.9,16:59,+44.4,12:49,92,23:59,19,11:23,+46,21:30,+6.4,09:28,+71.4,00:05,+67.6,09:24,+39.2,12:59,-999,00:00,0.08,20:44,29.44,01:14,29.03,23:59,11,20:24,276,0.08,0,0.08,13.458
14,April,+60.8,15:57,+46.8,00:09,98,11:07,36,17:56,+54.3,11:07,+28,23:53,+69.1,17:36,+67.6,09:10,+39.2,22:17,-999,00:00,0.08,04:04,29.14,23:59,28.97,16:14,11,22:17,265,0.28,0,0.28,23.176
17,April,+56.5,20:40,+47.1,23:59,27,23:59,17,20:49,+15.4,23:18,+10.4,23:07,+73.4,20:51,+72.1,23:59,+46.4,23:59,-999,00:00,0,20:39,29.53,23:43,29.5,23:59,0,23:59,326,0,1,0,0
18,April,+88.5,16:40,+35.8,06:35,75,07:39,13,17:58,+34.5,07:42,+14.2,00:10,+74.8,15:54,+67.6,10:21,+35.6,07:14,+82.9,16:40,0,00:00,29.53,00:59,29.29,23:59,9.2,14:50,298,0,2,0,15.977
19,April,+68,14:38,+53.4,04:49,92,19:28,23,14:50,+52.9,19:28,+25.7,00:16,+71.6,15:52,+69.1,11:34,+51.8,20:02,+71.8,14:17,0.28,18:38,29.29,01:59,29,23:59,8.7,14:25,166,0.43,0,0.43,12.922
20,April,+62.8,18:19,+41,23:13,90,06:03,25,18:20,+53.6,06:03,+24.3,19:02,+70.5,00:52,+68.9,23:59,+33.8,21:08,-999,00:00,1.18,05:44,29.12,22:59,28.85,10:44,17,21:08,257,0.47,0,0.47,35.043
21,April,+59.9,12:13,+39,04:09,98,07:03,19,13:51,+43.3,07:48,+12,14:15,+68.9,17:54,+66.4,08:56,+30.2,03:09,-999,00:00,0,00:00,29.12,23:14,28.97,14:14,15,14:02,300,0,1,0.47,53.334
22,April,+67.1,17:12,+40.6,06:34,59,06:17,15,18:25,+28,03:45,+11.3,20:27,+72,19:13,+66.2,07:29,+30.2,08:23,-999,00:00,0,00:00,29.23,23:59,29.06,05:59,18.3,16:38,266,0,2,0.47,74.453
23,April,+82.4,16:13,+34.7,06:18,58,06:43,12,16:09,+28.6,16:09,+10.9,10:10,+73.9,16:15,+67.5,07:55,+34.7,06:18,+77.7,16:13,0,00:00,29.5,12:14,29.23,00:59,8.7,01:47,307,0,3,0.47,10.902
24,April,+91.8,17:53,+52,00:43,34,23:59,12,18:00,+35.1,23:42,+9.9,00:43,+73.4,18:41,+68.5,09:17,+51.8,01:00,+85.8,17:53,0,00:00,29.41,23:59,29.35,05:14,15,12:37,198,0,4,0.47,41.288
25,April,+95,16:46,+62.4,01:58,36,00:32,11,16:57,+36.1,00:32,+23,21:06,+74.1,15:38,+70,04:24,+62.4,01:58,+76.1,08:41,0,00:00,29.53,12:44,29.38,01:29,15,16:04,281,0,5,0.47,45.539
26,April,+98.2,17:58,+53.1,07:07,71,07:26,11,19:02,+45.7,07:26,+26.2,20:06,+74.3,16:26,+69.8,09:54,+53.1,07:07,+88.2,11:26,0,00:00,29.59,11:44,29.44,21:59,8.7,14:18,283,0,6,0.47,13.361
27,April,+97,16:02,+59.2,06:53,46,01:57,11,16:52,+39.9,01:57,+25.9,20:13,+74.7,17:25,+69.6,07:52,+59,07:04,+91,16:02,0,00:00,29.59,12:44,29.44,19:44,11.9,11:05,184,0,7,0.47,35.3
28,April,+84.9,12:42,+58.6,06:59,88,23:59,14,09:59,+58.6,22:57,+25.2,10:16,+73,13:30,+70,08:10,+58.6,06:59,+80.2,12:42,0,00:00,29.59,23:59,29.47,03:29,12.8,10:40,305,0,8,0.47,28.314
29,April,+84.9,17:16,+59,07:29,94,03:23,19,17:20,+60.6,03:23,+33.8,17:26,+73.6,17:32,+69.8,08:25,+59,09:41,+77.4,15:57,0,00:00,29.62,12:29,29.44,23:59,5.4,23:55,55,0.04,0,0.04,0.656
30,April,+76.5,17:43,+59.4,02:39,91,03:34,24,14:53,+58.6,08:39,+35.8,14:48,+72.3,18:19,+70,09:05,+59,02:57,+75.9,17:37,0,00:00,29.47,01:44,29.26,20:14,11,17:53,130,0.12,0,0.12,21.749
