This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN & vbCrLf
1,April,+73.2,17:35,+41,23:59,30,23:59,14,18:37,+24.8,10:00,+8.8,20:28,+74.1,17:28,+68.9,10:23,+41,23:59,+71.1,17:35,0,09:27,29.23,23:59,29.2,23:59,13.2,16:39,312,0,3,0.16,35.196
2,April,+82.6,16:09,+33.6,04:56,66,05:03,14,16:10,+31.3,23:54,+10,07:50,+74.8,17:04,+67.1,09:04,+33.6,04:56,+73,12:14,0,00:00,29.2,04:43,28.67,23:59,11.9,18:54,105,0,4,0.16,62.161
3,April,+64.2,00:01,+42.1,23:51,98,05:56,27,17:25,+56.3,05:41,+14.5,23:32,+72.1,00:03,+69.3,23:59,+32,12:53,-999,00:00,1.46,05:03,29.14,23:59,28.44,05:43,19.2,17:11,267,1.22,0,1.22,87.65
4,April,+71.8,17:55,+31.3,07:28,81,08:30,14,18:25,+34.2,08:35,+9.7,20:12,+73.9,17:04,+66.9,09:18,+31.3,07:28,+70.5,17:54,0,00:00,29.32,12:59,29.14,02:28,11.4,13:26,274,0,1,1.22,43.71
5,April,+84.4,16:16,+34.5,06:41,88,23:49,13,16:16,+55.9,22:54,+15.4,10:08,+74.7,17:55,+67.3,09:05,+33.8,06:41,+79.2,16:16,4.09,22:10,29.23,03:59,28.7,23:59,15.4,22:09,295,0.43,0,0.43,22.818
6,April,+59.9,00:23,+35.8,21:24,79,05:28,30,23:52,+47.7,00:00,+8.8,23:52,+72,00:05,+67.6,23:59,+21.2,23:50,-999,00:00,0.28,23:59,29,23:59,28.7,01:44,15,16:25,264,0.12,0,0.12,93.225
7,April,+46,18:14,+31.1,04:42,46,13:24,22,18:19,+18.3,13:40,+4.6,16:36,+68.7,18:33,+66.7,07:08,+14,10:06,-999,00:00,0,00:00,29.09,23:59,28.97,04:29,18.3,17:19,246,0,1,0.12,106.56
8,April,+63.1,16:20,+29.8,07:30,45,07:50,16,16:23,+16.2,16:20,+6.1,20:34,+72.5,16:24,+66.9,08:11,+28.4,05:57,-999,00:00,0,00:00,29.09,23:59,29,19:28,13.6,17:31,286,0,2,0.12,44.116
9,April,+74.8,16:45,+30.9,06:56,77,07:55,13,16:45,+27.7,07:57,+9.7,00:03,+74.1,17:29,+67.1,09:10,+30.2,07:22,+71.8,16:45,0,00:00,29.2,22:59,29.06,00:28,11,16:52,295,0,3,0.12,26.339
10,April,+67.6,14:36,+48.4,10:59,93,23:42,20,09:37,+51.8,22:58,+12.6,05:38,+72,17:23,+68,11:12,+44.6,07:23,-999,00:00,0.31,18:05,29.17,01:59,29.06,23:59,9.6,18:25,275,0.39,0,0.39,8.316
