This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN

1,May,+76.3,16:20,+58.5,02:24,48,10:59,17,09:55,+43.7,10:59,+17.1,02:34,+72.1,22:44,+68.4,00:47,+58.5,02:24,+74.5,12:29,0.04,11:10,29.2,10:59,29.03,20:58,11,07:45,286,0.08,0,0.08,16.711
2,May,+67.6,13:12,+62.6,02:10,87,23:06,33,04:50,+62.1,23:06,+36.3,04:27,+72.9,22:17,+69.1,13:17,+59,08:48,-999,00:00,4.21,08:51,29.12,17:58,29.03,06:29,10.5,08:48,261,3.98,0,3.98,7.459
3,May,+90.9,18:24,+57.6,23:19,88,06:33,12,18:24,+63.5,04:58,+18.5,19:59,+71.4,00:07,+68.4,20:50,+55.4,23:21,+84.9,18:24,0.08,23:59,29.23,23:59,29.03,04:13,12.8,15:04,296,0.12,0,0.12,46.955
4,May,+94.5,17:20,+52,23:59,54,07:00,11,17:21,+38.7,07:39,+14.4,20:45,+70.3,00:13,+67.6,20:25,+51.8,23:59,+88.3,17:20,0,00:00,29.29,11:43,29.2,20:28,12.3,15:09,298,0,1,0.12,30.848
5,May,+96.8,15:52,+47.5,06:47,72,07:31,11,17:04,+45.1,07:32,+20.7,21:04,+71.2,22:50,+68.2,19:41,+47.5,06:47,+90.9,15:52,0,00:00,29.26,08:58,29.12,23:59,14.1,16:54,269,0,2,0.12,43.628
6,May,+93.4,16:31,+50.2,23:59,48,07:01,11,16:31,+40.1,07:39,+11.8,21:15,+70.3,01:40,+67.1,18:12,+50,23:59,+87.3,16:31,0,23:59,29.29,23:43,29.12,02:59,12.3,12:49,273,0,3,0.12,26.268
7,May,+97.5,16:17,+43.3,06:08,68,07:21,11,18:19,+45.1,08:16,+17.8,09:03,+71.4,21:25,+68.5,00:01,+42.8,06:13,+91.6,16:17,0,00:00,29.29,02:28,28.94,23:59,13.2,16:42,219,0,4,0.12,60.823
8,May,+79.9,00:03,+48.9,23:54,49,03:34,15,01:16,+46.2,01:40,+9.3,22:54,+71.6,20:59,+69.4,19:16,+39.2,22:58,+75.9,00:03,1.46,01:21,29.47,23:59,28.94,01:28,17.4,11:20,259,0.24,0,0.24,122.775
9,May,+72.7,18:13,+36.7,23:50,74,07:30,14,18:40,+36.7,07:32,+6.4,20:37,+71.6,22:12,+68.7,14:21,+36.7,23:50,+70.7,18:13,0,00:00,29.62,23:59,29.47,01:43,11,14:33,292,0,1,0.24,39.961
