This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN

1,September,+94.5,17:01,+45.9,06:55,87,08:30,11,17:01,+54.1,08:30,+15.3,01:50,+74.1,15:52,+69.6,09:43,+45.9,06:55,+88.3,17:01,0,00:00,29.56,12:25,29.47,21:11,8.3,11:58,86,0,11,0.08,10.835
2,September,+96.8,16:38,+50.2,07:15,68,08:17,11,18:18,+44.8,08:17,+20.7,09:05,+74.3,18:18,+70,08:20,+50,07:25,+90.9,16:38,0,00:00,29.53,11:26,29.41,23:59,7.6,17:18,131,0,12,0.08,4.538
3,September,+97,17:11,+52.9,07:05,79,08:24,11,17:51,+52.5,08:24,+19.9,20:14,+74.5,15:50,+70,08:31,+52.9,07:05,+85.5,12:31,0,00:00,29.44,12:11,29.32,20:40,6.3,15:33,85,0,13,0.08,4.173
4,September,+96.1,16:56,+54.5,07:19,83,08:31,11,17:33,+57.2,08:30,+17.4,20:04,+74.1,18:11,+70.7,08:46,+54.5,07:19,+90.1,16:56,0,00:00,29.41,23:59,29.35,05:25,7.2,18:13,265,0,14,0.08,6.401
5,September,+96.3,15:56,+51.4,07:13,73,08:28,11,17:17,+50.9,08:28,+20.1,20:22,+74.7,16:06,+69.8,07:32,+51.4,07:13,+90.3,15:56,0,00:00,29.5,15:11,29.41,03:25,7.6,11:43,123,0,15,0.08,5.693
6,September,+93.9,16:05,+55.2,07:05,71,07:43,11,16:05,+49.3,08:10,+23.9,10:06,+74.7,16:02,+70.5,09:16,+55.2,07:06,+87.8,16:05,0,00:00,29.5,13:41,29.41,21:41,5.8,14:18,68,0,16,0.08,4.814
7,September,+82.6,14:20,+64.8,21:47,65,07:21,14,19:03,+54.9,07:21,+24.4,17:50,+74.3,23:59,+71.1,09:05,+64.4,21:57,+77.9,14:20,0.04,09:32,29.44,02:41,29.32,23:59,5.8,12:57,202,0.08,0,0.08,4.732
8,September,+92.8,16:42,+63.1,02:52,72,07:42,12,17:47,+55.6,07:42,+25.3,18:21,+75,11:59,+69.8,23:59,+62.6,02:56,+86.9,16:42,0,00:00,29.35,13:26,29.26,20:41,5.8,15:06,129,0,1,0.08,6.267
9,September,+97.7,15:52,+60.6,23:12,74,21:34,11,16:18,+55.4,21:30,+23.9,16:50,+73,16:30,+69.8,01:17,+60.6,23:12,+91.8,15:52,0.16,18:45,29.41,23:59,29.32,16:56,8.3,16:36,65,0.12,0,0.12,6.99
10,September,+88.5,17:37,+60.3,06:09,90,08:36,13,18:20,+62.6,08:47,+23,19:29,+72.3,17:36,+70,20:41,+57.2,07:53,+82.9,17:37,0,00:00,29.5,13:41,29.41,04:41,8.1,14:01,95,0.04,0,0.04,12.698
11,September,+96.3,16:51,+54.5,23:59,77,08:39,11,17:47,+56.7,08:40,+18.9,20:47,+72.7,11:48,+70.3,21:42,+54.5,23:59,+90.3,16:51,0,23:59,29.47,10:40,29.35,20:26,7.6,11:56,264,0,1,0.04,4.583
12,September,+93.7,16:12,+47.7,05:50,81,08:37,11,16:13,+51.3,08:37,+20.8,19:41,+73.6,15:12,+69.1,10:36,+47.7,05:50,+87.6,16:12,0,00:00,29.41,12:26,29.32,19:26,8.1,13:03,284,0,2,0.04,8.868
13,September,+97.7,17:20,+51.8,07:13,71,08:39,11,17:34,+50,08:39,+17.8,19:38,+73.2,15:21,+69.4,10:05,+51.8,07:35,+91.8,17:20,0,23:59,29.41,12:56,29.29,17:26,8.1,12:12,266,0,3,0.04,6.401
14,September,+98.4,16:08,+49.8,07:11,65,08:38,11,17:59,+46.8,08:38,+20.7,09:23,+75.2,14:02,+69.4,09:02,+49.8,07:11,+92.5,16:08,0,00:00,29.38,14:26,29.29,20:26,6.3,15:02,64,0,4,0.04,5.112
15,September,+98.8,16:54,+58.3,07:34,66,07:02,10,16:56,+48.4,08:30,+23.9,19:29,+73.2,00:23,+70.3,21:02,+58.3,07:34,+92.7,16:54,0,00:00,29.35,13:11,29.26,20:56,6.3,13:52,312,0,5,0.04,3.502
16,September,+94.1,16:38,+59.2,06:53,72,04:45,11,16:38,+53.8,04:41,+18.5,23:59,+72.9,14:17,+69.8,06:09,+59,07:19,+88,16:38,0,00:00,29.41,23:59,29.32,17:41,8.7,13:09,114,0,6,0.04,7.78
17,September,+93.7,16:49,+50.9,07:38,53,08:42,11,17:07,+41.9,23:57,+17.4,02:11,+75.4,14:13,+70.5,09:09,+50.9,07:38,+87.6,16:49,0,00:00,29.41,13:26,29.32,20:26,6.3,15:31,67,0,7,0.04,6.416
18,September,+95.2,16:43,+57.2,23:59,61,04:38,11,16:46,+46.9,04:38,+18,22:22,+73.6,11:49,+70.7,21:31,+57.2,23:59,+89.1,16:43,0,00:00,29.44,23:59,29.35,19:41,6.3,12:54,310,0,8,0.04,4.583
